Name,Price,Url,Image_url,image_urls,images
Bronx,$12.95,https://www.glassesshop.com/eyeglasses/fp1979,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201910/5d9ff9961f92a.jpg","https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201910/5d9ff9961f92a.jpg","[{'url': 'https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201910/5d9ff9961f92a.jpg', 'path': 'full/44517562440ddfec76475b97d7c57b7c3a0c1736.jpg', 'checksum': '80f287f9d70312a78b43095f997ce8d9', 'status': 'downloaded'}]"
Oberlin,$19.95,https://www.glassesshop.com/eyeglasses/fp2032,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202001/5e28f5edb550c.jpg","https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202001/5e28f5edb550c.jpg","[{'url': 'https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202001/5e28f5edb550c.jpg', 'path': 'full/95a0d7046bdd8bdf35ae5760311a9901788c5eb6.jpg', 'checksum': '790b594a9e756608468fec650e06c667', 'status': 'downloaded'}]"
Cooksville,$12.95,https://www.glassesshop.com/eyeglasses/fp2010,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202009/5f59eebb5cf10.jpg","https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202009/5f59eebb5cf10.jpg","[{'url': 'https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202009/5f59eebb5cf10.jpg', 'path': 'full/09e1afaadc493fc2f54c8061a136dcf79e00c5cb.jpg', 'checksum': '72d8c7e83bbdee1780c238ce3701764d', 'status': 'downloaded'}]"
Asheville,$12.95,https://www.glassesshop.com/eyeglasses/fp1992,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202008/5f28fbc5c037b.jpg","https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202008/5f28fbc5c037b.jpg","[{'url': 'https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202008/5f28fbc5c037b.jpg', 'path': 'full/1d0c01e85f10dacf19f703ce6405b8484315d752.jpg', 'checksum': '5e65fbe9db506479e0d6b0054017b33c', 'status': 'downloaded'}]"
Oberlin,$19.95,https://www.glassesshop.com/eyeglasses/fp2033,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202004/5e914ace4f273.jpg","https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202004/5e914ace4f273.jpg","[{'url': 'https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202004/5e914ace4f273.jpg', 'path': 'full/dd319ccacfe0864fe7813c2e6b8088cbce74c781.jpg', 'checksum': 'e400eb7e8f1fe88e02b1e4f78f7c9d14', 'status': 'downloaded'}]"
Asheville,$12.95,https://www.glassesshop.com/eyeglasses/fp1991,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201910/5d9ff9e77ae6e.jpg","https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201910/5d9ff9e77ae6e.jpg","[{'url': 'https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201910/5d9ff9e77ae6e.jpg', 'path': 'full/db269ed0a901482aed7fed9c40dca7e2c48e4afe.jpg', 'checksum': '1b6a8b92650acdd1c5fbdb8d7fa5d33c', 'status': 'downloaded'}]"
Rainbow,$19.95,https://www.glassesshop.com/eyeglasses/fp2013,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201910/5db16a534b675.jpg","https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201910/5db16a534b675.jpg","[{'url': 'https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201910/5db16a534b675.jpg', 'path': 'full/46e317958d1b4993cb1f681ef8712f36efeb4555.jpg', 'checksum': '6a6e69ac56c743716982066ddcc42f3d', 'status': 'downloaded'}]"
Miami,$29.95,https://www.glassesshop.com/eyeglasses/fz1391,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201910/5d9ffa6c561dc.jpg","https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201910/5d9ffa6c561dc.jpg","[{'url': 'https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201910/5d9ffa6c561dc.jpg', 'path': 'full/908bb71ecddc85fac830262bd383b6c74ad02f5f.jpg', 'checksum': 'e4408f6bd563f4bafadc3c58938d7627', 'status': 'downloaded'}]"
Lindsay,$29.95,https://www.glassesshop.com/eyeglasses/fz1382,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201908/5d4d19dba44c0.jpg","https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201908/5d4d19dba44c0.jpg","[{'url': 'https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201908/5d4d19dba44c0.jpg', 'path': 'full/dbe8c966eb9c690f69b80a96c82dc8f798ff36a7.jpg', 'checksum': 'c4c8c1e882efd859c7fbb82fae1a8451', 'status': 'downloaded'}]"
Whittier,$29.95,https://www.glassesshop.com/eyeglasses/fz1313,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201906/5cf8ca4e9765e.jpg","https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201906/5cf8ca4e9765e.jpg","[{'url': 'https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201906/5cf8ca4e9765e.jpg', 'path': 'full/7930dc4e2617d33dea3640e3913f6e1cd12a9839.jpg', 'checksum': 'b9ec630f169606c5d42f6c62c24ffbf4', 'status': 'downloaded'}]"
Horatio,$19.95,https://www.glassesshop.com/eyeglasses/sm0874,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201812/5c2436850e3f4.jpg","https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201812/5c2436850e3f4.jpg","[{'url': 'https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201812/5c2436850e3f4.jpg', 'path': 'full/3bca1c5c4878b24737fe84d56657385807962494.jpg', 'checksum': '6fb5702cf971ae934898b28776c21429', 'status': 'downloaded'}]"
Dubois,$49.95,https://www.glassesshop.com/eyeglasses/ft0326,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201908/5d4d180867511.jpg","https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201908/5d4d180867511.jpg","[{'url': 'https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201908/5d4d180867511.jpg', 'path': 'full/6c895a9ca89517029ff0e19a5afbb50048231ece.jpg', 'checksum': 'b13b8b1fe29af35ef5240069a7583eb2', 'status': 'downloaded'}]"
Marlowe,$19.95,https://www.glassesshop.com/eyeglasses/sup0711,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201907/5d268bd89da12.jpg","https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201907/5d268bd89da12.jpg","[{'url': 'https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201907/5d268bd89da12.jpg', 'path': 'full/cd0bd63eb1bdddc4af328130639be6f482497950.jpg', 'checksum': '32892486e8abd95588805e9a7d4757ab', 'status': 'downloaded'}]"
Maltz,$29.95,https://www.glassesshop.com/eyeglasses/fz1370,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201907/5d268bd88f69a.jpg","https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201907/5d268bd88f69a.jpg","[{'url': 'https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201907/5d268bd88f69a.jpg', 'path': 'full/0564c776a85937a6a9cd9b0c3a9b316760789657.jpg', 'checksum': '07733e031573ab9805f7c419ccfb004d', 'status': 'downloaded'}]"
Celia,$19.95,https://www.glassesshop.com/eyeglasses/fm1389,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201906/5d03189638680.jpg","https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201906/5d03189638680.jpg","[{'url': 'https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201906/5d03189638680.jpg', 'path': 'full/ee611bcfe75b8a6d8a9dfa6a885729f676a3237b.jpg', 'checksum': '704e03d8e688dbe16fb9e4469a68b6c0', 'status': 'downloaded'}]"
Celia,$19.95,https://www.glassesshop.com/eyeglasses/fm1387,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201906/5d031896311f6.jpg","https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201906/5d031896311f6.jpg","[{'url': 'https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201906/5d031896311f6.jpg', 'path': 'full/e54921c8e30721dd11fb85bc333e1c780d99d42b.jpg', 'checksum': 'e9b976b99010f4dc75b4211d96b24a4c', 'status': 'downloaded'}]"
Owen,$19.95,https://www.glassesshop.com/eyeglasses/fp1651,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201805/5afe7ed0f360c.jpg","https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201805/5afe7ed0f360c.jpg","[{'url': 'https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201805/5afe7ed0f360c.jpg', 'path': 'full/77265a6ae6dbc0827eccdf1901f0fc3151a458b5.jpg', 'checksum': '3542da1efd5cb069dc9afdd15e27ba6d', 'status': 'downloaded'}]"
Annabel,$39.95,https://www.glassesshop.com/eyeglasses/ft0304,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201906/5d0318965cdb1.jpg","https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201906/5d0318965cdb1.jpg","[{'url': 'https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201906/5d0318965cdb1.jpg', 'path': 'full/09346208d417267ec0ff910c5f3ea05f4c78a469.jpg', 'checksum': '3d34be0713ac9b6cd9e25fc6d046d25a', 'status': 'downloaded'}]"
Wilker,$29.95,https://www.glassesshop.com/eyeglasses/sup0622,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201904/5cb69b5e59b5c.jpg","https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201904/5cb69b5e59b5c.jpg","[{'url': 'https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201904/5cb69b5e59b5c.jpg', 'path': 'full/ab2cb6359e6dd5d53eef26ecf9a08441d7a173ed.jpg', 'checksum': '587c8384d0c7aa442fbaae7aaa76b513', 'status': 'downloaded'}]"
Pete,$29.95,https://www.glassesshop.com/eyeglasses/fz1207,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201807/5b4c5f5d54841.jpg","https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201807/5b4c5f5d54841.jpg","[{'url': 'https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201807/5b4c5f5d54841.jpg', 'path': 'full/aa8305f56c8e49feda27360c3120f5acc4d9f654.jpg', 'checksum': '88c0ed7b06388198bd2d9119ae0c5a90', 'status': 'downloaded'}]"
Westlake,$44.95,https://www.glassesshop.com/eyeglasses/fz1437,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202005/5eb9129c7a05e.jpg","https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202005/5eb9129c7a05e.jpg","[{'url': 'https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202005/5eb9129c7a05e.jpg', 'path': 'full/aa9497aeeb25e72e6d0359b4b4bba51aa5a88810.jpg', 'checksum': '8eccbddd5ee9e9a34f5bd7b5384ce57a', 'status': 'downloaded'}]"
Prince,$19.95,https://www.glassesshop.com/eyeglasses/fp1438,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202005/5eb91ab52f793.jpg","https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202005/5eb91ab52f793.jpg","[{'url': 'https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202005/5eb91ab52f793.jpg', 'path': 'full/35a2f57b7c71eb85eac00fcccb2775c433838b9c.jpg', 'checksum': '798a8941ef1cc2535ee8c608bb3b1b6e', 'status': 'downloaded'}]"
Vivian,$29.95,https://www.glassesshop.com/eyeglasses/fz1250,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201810/5bbc4f0f37405.jpg","https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201810/5bbc4f0f37405.jpg","[{'url': 'https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201810/5bbc4f0f37405.jpg', 'path': 'full/7c0adfef0a0002616608b4511e7e6ce0bda19313.jpg', 'checksum': '6ffe2cd890a119aeac2e60bc20d98df9', 'status': 'downloaded'}]"
Jean,$24.95,https://www.glassesshop.com/eyeglasses/fp1719,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201902/5c7757050ca47.jpg","https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201902/5c7757050ca47.jpg","[{'url': 'https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201902/5c7757050ca47.jpg', 'path': 'full/5e1d6765267dab7e0a047205e59d80a62f3bf479.jpg', 'checksum': 'ae2ed412298ba84aae736ea99af93e89', 'status': 'downloaded'}]"
Burke,$24.95,https://www.glassesshop.com/eyeglasses/fm1243,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201805/5b05174513cea.jpg","https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201805/5b05174513cea.jpg","[{'url': 'https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201805/5b05174513cea.jpg', 'path': 'full/b49f8f98f2bfe07bd2f29edd9547827f7429c932.jpg', 'checksum': '51c701106caddf97eecd5ed46befd94a', 'status': 'downloaded'}]"
Derrick,$24.95,https://www.glassesshop.com/eyeglasses/fp1661,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201805/5af16009d7b28.jpg","https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201805/5af16009d7b28.jpg","[{'url': 'https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201805/5af16009d7b28.jpg', 'path': 'full/80511bc98e4006491a3d04d72df51f8e50a27d7d.jpg', 'checksum': 'd2b007cb0f83a5e1f8e9a3e0cd737e16', 'status': 'downloaded'}]"
Genevieve,$34.95,https://www.glassesshop.com/eyeglasses/fz1268,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201810/5bbc509cc7c07.jpg","https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201810/5bbc509cc7c07.jpg","[{'url': 'https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201810/5bbc509cc7c07.jpg', 'path': 'full/6149da2067ca632895eda28f3e4e4c62776c51dc.jpg', 'checksum': '3de92f3454b512225861010f82260d61', 'status': 'downloaded'}]"
Haggai,$24.95,https://www.glassesshop.com/eyeglasses/fp1775,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202005/5ecb7f0658107.jpg","https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202005/5ecb7f0658107.jpg","[{'url': 'https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202005/5ecb7f0658107.jpg', 'path': 'full/bfe58be7e72bd3637d45091328be48f2bad7bb7b.jpg', 'checksum': '6e7ffb0c54ff668772b2a298511e9ed6', 'status': 'downloaded'}]"
Mandy,$29.95,https://www.glassesshop.com/eyeglasses/fz1088,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201805/5af25c0791bb4.jpg","https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201805/5af25c0791bb4.jpg","[{'url': 'https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201805/5af25c0791bb4.jpg', 'path': 'full/c147e12cc937a4538e411c7d4a81fd2e8c702cdc.jpg', 'checksum': '1cb64f9659ff1ede70a211888464a8f4', 'status': 'downloaded'}]"
Oneida,$44.95,https://www.glassesshop.com/eyeglasses/ft0405,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202009/5f5f30e761077.jpg","https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202009/5f5f30e761077.jpg","[{'url': 'https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202009/5f5f30e761077.jpg', 'path': 'full/7231b1786debe56081d236fe77faaf65677a8ca4.jpg', 'checksum': 'ac9d7f94c53cb93bd7994070016fb6a9', 'status': 'downloaded'}]"
Amelia,$34.95,https://www.glassesshop.com/eyeglasses/fm1468,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202011/5fa35a38a05d9.jpg","https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202011/5fa35a38a05d9.jpg","[{'url': 'https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202011/5fa35a38a05d9.jpg', 'path': 'full/505e4334cd855cecc4acfec3459a1bba8bc8e15a.jpg', 'checksum': 'd04d29093757ee6dc7cc17d069d8203a', 'status': 'downloaded'}]"
Althea,$19.95,https://www.glassesshop.com/eyeglasses/fp2111,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202007/5f0d02e66cf0b.jpg","https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202007/5f0d02e66cf0b.jpg","[{'url': 'https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202007/5f0d02e66cf0b.jpg', 'path': 'full/61b7a2fa46f58adf6e486321d5a649d9a19e45bf.jpg', 'checksum': '4361fba81aa4e6eafce2a84c1679d9b3', 'status': 'downloaded'}]"
Poppy,$29.95,https://www.glassesshop.com/eyeglasses/fz1032,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202010/5f990771305f0.jpg","https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202010/5f990771305f0.jpg","[{'url': 'https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202010/5f990771305f0.jpg', 'path': 'full/c6932641fa4f41f583ff3a6df75552acb3adf6db.jpg', 'checksum': 'f2acb33e33607a4967048f8f3f425252', 'status': 'downloaded'}]"
Libra,$24.95,https://www.glassesshop.com/eyeglasses/fp2046,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202002/5e43691fca28d.jpg","https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202002/5e43691fca28d.jpg","[{'url': 'https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202002/5e43691fca28d.jpg', 'path': 'full/540cf67e5b3927236d5d82758b3a8710d2f94737.jpg', 'checksum': '2aa99aeb28723a6f828ed0566146459c', 'status': 'downloaded'}]"
Lagrange,$29.95,https://www.glassesshop.com/eyeglasses/fz1411,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202004/5ea6ac493fdf0.jpg","https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202004/5ea6ac493fdf0.jpg","[{'url': 'https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202004/5ea6ac493fdf0.jpg', 'path': 'full/f4fe51576b2188e05caab07be9bed0156eb88288.jpg', 'checksum': '6363d257caf0c01d126a7ff5939d268d', 'status': 'downloaded'}]"
Gulfport,$19.95,https://www.glassesshop.com/eyeglasses/fp2107,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202006/5ef06e410e21c.jpg","https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202006/5ef06e410e21c.jpg","[{'url': 'https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202006/5ef06e410e21c.jpg', 'path': 'full/432b5b41e65b25d6cb3899ab4db9146f0c462e1e.jpg', 'checksum': '3d98be0e2c7aca0dd751ff9724e1e528', 'status': 'downloaded'}]"
Butler,$19.95,https://www.glassesshop.com/eyeglasses/fp1841,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201904/5cb69b512d7b0.jpg","https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201904/5cb69b512d7b0.jpg","[{'url': 'https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201904/5cb69b512d7b0.jpg', 'path': 'full/fb82cfd3db06986f364d193d769bec5353d33499.jpg', 'checksum': '6f20a8cdf321bf8716c7c9ebe3b5dbda', 'status': 'downloaded'}]"
Bruno,$19.95,https://www.glassesshop.com/eyeglasses/fp1508,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201807/5b3b102ed9395.jpg","https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201807/5b3b102ed9395.jpg","[{'url': 'https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201807/5b3b102ed9395.jpg', 'path': 'full/4a59d5bfa422293e675723fe09d92d5dd5c8f288.jpg', 'checksum': '9d0ad222e35d57248e0d62fc541655dd', 'status': 'downloaded'}]"
Miami,$29.95,https://www.glassesshop.com/eyeglasses/fz0981,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201704/58f85d7927324.jpg","https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201704/58f85d7927324.jpg","[{'url': 'https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201704/58f85d7927324.jpg', 'path': 'full/0a38cd731edfabcf7a1ea9008496ba501ec2105d.jpg', 'checksum': '8a3b2b677760c9bca69e4dd1231435e6', 'status': 'downloaded'}]"
Glenview,$49.95,https://www.glassesshop.com/eyeglasses/ft0364,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202002/5e4288d506c67.jpg","https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202002/5e4288d506c67.jpg","[{'url': 'https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202002/5e4288d506c67.jpg', 'path': 'full/241ea66863f95fdd6ae8b1f66d1a0d5a9de471ff.jpg', 'checksum': '6808518f2175a0bf4219877f6fc83990', 'status': 'downloaded'}]"
