link,name,price,rating,review
www.amazon.com/Star-Wars-Squadrons-PS4-playstation-4/dp/B08B6QBD53?dchild=1,Star Wars: Squadrons (PS4),$28.89,4.5 out of 5 stars,"3,207"
www.amazon.com/PICTEK-Controller-Wireless-Vibration-Playstation/dp/B0852VFKP8?dchild=1,"PS4 Controller Wireless, PICTEK 1300mAh Controller for Playstation 4/Pro/Slim, Dual Vibration Game Controller Joystick with Headset Jack",$36.99,4.3 out of 5 stars,"2,642"
www.amazon.com/Petilleur-Wireless-Bluetooth-Controller-Light/dp/B08QZ69PFW?dchild=1,Petilleur PS4 Wireless Bluetooth Game Controller Ps4 Controller with Light bar (Rose Gold),$27.99,4.3 out of 5 stars,8
www.amazon.com/Thrustmaster-Racing-PlayStation4-PlayStation3-playstation-2/dp/B014US02ZA?dchild=1,"Thrustmaster T150 RS Racing Wheel (PS4, PC) works with PS5 games",$199.99,4.4 out of 5 stars,"1,549"
www.amazon.com/Wireless-Controller-Compatible-Console-Speaker/dp/B08LDJPQPL?dchild=1,"Wireless Game Controller Compatible with PS4/ Slim/Pro Console and Built-in Speaker,Gyro and Motor Remote - White",$26.99,4.0 out of 5 stars,54
www.amazon.com/KontrolFreek-Playstation-Controller-Performance-Thumbsticks/dp/B01BCO8GLW?dchild=1,KontrolFreek FPS Freek Inferno for Playstation 4 (PS4) Controller | Performance Thumbsticks | 2 High-Rise Concave | Red,$14.99,4.5 out of 5 stars,"8,227"
www.amazon.com/Gaming-Drive-Playstation-Portable-External/dp/B07HKN92MZ?dchild=1,WD 4TB Gaming Drive works with Playstation 4 Portable External Hard Drive - WDBM1M0040BBK-WESN,$102.25,4.8 out of 5 stars,"9,358"
www.amazon.com/Controller-Compatible-Wireless-Playstation-1000mAh/dp/B08JCK9KPV?dchild=1,"Controller Compatible with PS4, Wireless Controller for Playstation 4/Pro/Slim 1000mAh Game Controller with Dual Motor and Gyro, Built-in Speaker Audio Jack Pro Controller Non-OEM (White)",$29.99,4.2 out of 5 stars,19
www.amazon.com/PlayStation-VR-Marvels-Iron-Bundle-4/dp/B08CD34NZH?dchild=1,PlayStation VR - Marvel's Iron Man Bundle,,4.7 out of 5 stars,"1,600"
www.amazon.com/Astro-Boy-Kristen-Bell/dp/B0035GX0BM?dchild=1,Astro Boy,$3.99,4.6 out of 5 stars,"2,732"
www.amazon.com/Wireless-Controller-Playstation-JORREP-Compatible/dp/B08R5LX2M3?dchild=1,"Wireless Controller for Playstation 4, JORREP Wireless Game Controller Compatible with PS4/Pro/Slim Console",$39.99,,
www.amazon.com/Playstation-Turismo-Advanced-Display-Technology/dp/B082BDJJMS?dchild=1,"Playstation VR & Gran Turismo Sport Bundle | Advanced VR Display | 3D Audio Technology | 5.7"" OLED 1080p Display | HDMI | USB (Renewed)",$459.99,4.4 out of 5 stars,77
www.amazon.com/Sony-Camera-V2-PlayStation-4/dp/B0731SXXLP?dchild=1,Sony Camera V2 for PlayStation 4,$89.96,4.6 out of 5 stars,"1,783"
www.amazon.com/Controller-Customized-Connector-Playstation-Controllers/dp/B08LDV27BH?dchild=1,"PS4 Controller Charger Charging Cable, 2 Pack 10ft Extra Long Play and Charge Cable Sync Cord with Customized Micro USB Connector for Sony Playstation 4/ PS4 Slim/ PS4 Pro Controllers (ONLY Fit PS4)",$7.99,4.9 out of 5 stars,12
www.amazon.com/Wireless-Controller-Playstation-Y-Team-1000mAh/dp/B08FMGR7PY?dchild=1,"Wireless Controller for Playstation 4, Y-Team Game Controller for PS4 1000mAh Gamepad Remote with Dual Motor, Gyro, 3.5mm Audio Jack, Speaker, LED, USB for PS4/Pro/Slim/PC/Laptop (White)",$36.95,4.2 out of 5 stars,243
www.amazon.com/Playstation-Turismo-Advanced-Display-Technology/dp/B082BDJJMS?dchild=1,"Playstation VR & Gran Turismo Sport Bundle | Advanced VR Display | 3D Audio Technology | 5.7"" OLED 1080p Display | HDMI | USB (Renewed)",$459.99,4.4 out of 5 stars,77
www.amazon.com/Controller-Playstation-YAEYE-Vibration-Connection/dp/B087CHZC9C?dchild=1,"Wireless Controller for Playstation 4, YAEYE 1000mAh PS4 Gamepad Joystick for Playstation 4/Pro/Slim Console with Dual Vibration Bluetooth Connection and 6-axis Gyro Sensor Touchpad (White)",$29.72,4.0 out of 5 stars,434
www.amazon.com/WEPIGEEK-Controller-Compatible-PlayStation-Dualshock/dp/B081MZ26RD?dchild=1,WEPIGEEK PS4 Wireless Controller Phone Clip Mount Holder Stand Bracket Compatible with Playstation Pro/Slim Dualshock 4,$9.99,4.2 out of 5 stars,526
www.amazon.com/Controller-Charger-Charging-Indicators-X02-Blue/dp/B075YBBQMM?dchild=1,"PS4 Controller Charger Dock Station, OIVO Controller Charging Dock with Upgraded 1.8Hours-Charging Chip, Charging Dock Station Compatible with Playstation 4 Controller (Regular/Slim/Pro)",$13.99,4.7 out of 5 stars,"5,805"
www.amazon.com/Burcica-BYB-36/dp/B082WG5Z4L?dchild=1,Burcica Wireless Controller for PS4 Playstation 4 Dual Shock-4 (Charm Blue),$32.99,3.8 out of 5 stars,37
www.amazon.com/Controller-Wireless-Playstation-Vibration-Joystick/dp/B081Q1D22D?dchild=1,"2 Pack Controller for PS4,Wireless Controller for Playstation 4 with Dual Vibration Game Joystick (Midnight Blue)",$46.99,3.7 out of 5 stars,"2,302"
www.amazon.com/Wireless-Controller-Playstation-Vibration-Indicator-White-4/dp/B08P15N9PV?dchild=1,"Wireless Controller for PS4, Game Controller for Playstation 4 with Vibration Turbo/Built-in Speaker/USB Cable/Mini LED Indicator—White",$29.99,3.0 out of 5 stars,1
www.amazon.com/Controller-BEBONCOOL-Playstation-DualShock-Indicator%EF%BC%8CBlack/dp/B07DCBVRP2?dchild=1,"PS4 Controller Charger, BEBONCOOL PS4 Wireless Charger Dual USB Fast Charging for Sony Playstation 4/PS4/ Pro /PS4 Slim Controller, Charging Station with LED Indicator for DualShock 4, Black",$13.98,4.7 out of 5 stars,"10,269"
www.amazon.com/Bluetooth-Dongle-Adapter-USB-4-0/dp/B08GKSL6T9?dchild=1,Bluetooth Dongle Adapter USB 4.0 - Zamia Mini Dongle Receiver and Transmitters Wireless Adapter Kit Compatible with PS4 /PS5 PlayStation 4 /5 Support A2DP HFP HSP,$13.90,3.5 out of 5 stars,151
www.amazon.com/Red-Dead-Redemption-PS4-playstation-4/dp/B01M9COSMD?dchild=1,Red Dead Redemption 2 (PS4),$36.30,4.7 out of 5 stars,"2,735"
www.amazon.com/Gamepad-Compatible-Wireless-Controller-Vibration/dp/B08NVP5H6W?dchild=1,Gamepad Compatible with PS4/Pro/Slim Wireless Controller Built-in Speaker Dual Vibration and 6-Axis Gyro (Black),$38.99,4.3 out of 5 stars,75
www.amazon.com/Madden-NFL-21-PS4-PlayStation-4/dp/B089L7X4ZV?dchild=1,Madden NFL 21 (PS4),$39.79,4.7 out of 5 stars,903
www.amazon.com/Controller-PS4-Wireless-Playstation-Black-Gray/dp/B08PB7ZQY8?dchild=1,Controller for PS4 Wireless Playstation 4 Controller with Dual Vibration/Speaker/Gyro/Audio Jack Remote Controller Gamepad for PS4/Slim/Pro/(Black-Gray),$32.99,4.3 out of 5 stars,41
www.amazon.com/HE-Charger-Compatible-Controller-Android/dp/B08F5HWPVQ?dchild=1,"L&HE 2 Pack 10FT Charger Cable Compatible with PS4 Slim/Pro, Xbox One S/X Controller, and Android Phones (Blue & White)",$9.99,4.4 out of 5 stars,296
www.amazon.com/Controller-Wireless-Playstation-Vibration-Joystick/dp/B081Q1D22D?dchild=1,"2 Pack Controller for PS4,Wireless Controller for Playstation 4 with Dual Vibration Game Joystick (Midnight Blue)",$46.99,3.7 out of 5 stars,"2,302"
www.amazon.com/Controller-BEBONCOOL-Playstation-DualShock-Indicator%EF%BC%8CBlack/dp/B07DCBVRP2?dchild=1,"PS4 Controller Charger, BEBONCOOL PS4 Wireless Charger Dual USB Fast Charging for Sony Playstation 4/PS4/ Pro /PS4 Slim Controller, Charging Station with LED Indicator for DualShock 4, Black",$13.98,4.7 out of 5 stars,"10,269"
www.amazon.com/Playstation-Camera-PS4-Sony-World-4/dp/B08DTWT6QM?dchild=1,Playstation Camera for PS4 by Sony - for use with Playstation VR (World Edition),$67.47,4.7 out of 5 stars,38
www.amazon.com/Red-Dead-Redemption-PS4-playstation-4/dp/B01M9COSMD?dchild=1,Red Dead Redemption 2 (PS4),$36.30,4.7 out of 5 stars,"2,735"
www.amazon.com/Controller-Bluetooth-Playstation-Compatible-iOS%E3%80%90Upgraded/dp/B08J2L14N8?dchild=1,PS4 Controller Wireless Bluetooth Gamepad for Sony Playstation 4 with USB Cable Compatible with Windows PC & Android iOS【Upgraded Version】 RED,$29.99,4.1 out of 5 stars,93
www.amazon.com/Madden-NFL-21-PS4-PlayStation-4/dp/B089L7X4ZV?dchild=1,Madden NFL 21 (PS4),$39.79,4.7 out of 5 stars,903
www.amazon.com/RUNMUS-Surround-Canceling-Compatible-Controller/dp/B07GRM747Y?dchild=1,"RUNMUS Gaming Headset Xbox One Headset with 7.1 Surround Sound, PS4 Headset with Noise Canceling Mic & LED Light, Compatible with PC, PS4, PS5, Switch, Xbox One Controller(Adapter Not Included)",$25.95,4.5 out of 5 stars,"65,933"
www.amazon.com/HE-Charger-Compatible-Controller-Android/dp/B08F5HWPVQ?dchild=1,"L&HE 2 Pack 10FT Charger Cable Compatible with PS4 Slim/Pro, Xbox One S/X Controller, and Android Phones (Blue & White)",$9.99,4.4 out of 5 stars,296
www.amazon.com/Controller-Usergaing-DualShock-Playstation-Dualshock/dp/B08R61KLK5?dchild=1,"Controller Wireless for PS4, Usergaing DualShock 4 Wireless Controller for Sony Playstation 4/Pro/Slim/PC with Audio Function, Speaker and Dualshock",$32.99,4.0 out of 5 stars,2
www.amazon.com/GTA-Cheats-Cheat-Tricks-Numbers-ebook/dp/B07W6PM48C?dchild=1,"GTA 5 Cheats: All Cheat Codes, Tips, Tricks and Phone Numbers for Grand Theft Auto 5 on PS4, PC, Xbox One",$2.99,3.9 out of 5 stars,19
www.amazon.com/Controllers-PS4-Playstation-YU33-Controller/dp/B08K2S8V1J?dchild=1,"2 Pack Wireless Controllers for PS4, Wireless Remotes Control for Sony Playstation 4, YU33 PS4 Joystick Gamepad for Ps4 Controller with Dualshock and Charging Cables (Purple and Blue)",$47.99,4.1 out of 5 stars,326
www.amazon.com/KontrolFreek-Performance-Thumbsticks-PlayStation-Controller-4/dp/B06X9GM7QF?dchild=1,"KontrolFreek FPS Freek Edge for PlayStation 4 (PS4) and PlayStation 5 (PS5) | Performance Thumbsticks | 1 High-Rise Convex, 1 Low-Rise Convex | Blue",$14.99,4.6 out of 5 stars,"1,430"
www.amazon.com/Wireless-Controller-RegeMoudal-Vibration-Function/dp/B08DKTNS1L?dchild=1,"Wireless Controller for PS4 RegeMoudal Wireless Controller for PS4/Pro/Slim, Touch Panel Gamepad with Double Vibration and Audio Function",$19.99,4.0 out of 5 stars,175
www.amazon.com/Marvels-Avengers-PS4-playstation-4/dp/B07SVNGBBF?dchild=1,Marvel's Avengers (PS4),$36.99,4.7 out of 5 stars,675
www.amazon.com/Wireless-Controller-Remote-Playstation-Crystal-4/dp/B08P2JYSCM?dchild=1,"Wireless PS4 Controller, PS4 Remote for Sony Playstation 4 with Led Touch Pad and Double Shock (Red Crystal)",$32.99,4.3 out of 5 stars,41
www.amazon.com/Controller-Compatible-Playstation-Vibration-Camouflage/dp/B08R37J88Q?dchild=1,"Wireless Controller Compatible with PS4, Game Controller for Playstation 4 Built-in Speaker six-axis Gyro and Dual Vibration, Remote Control Gamepad for PS4/Slim/Pro Console (Red Camouflage)",$35.99,4.0 out of 5 stars,210
www.amazon.com/Farming-Simulator-19-Platinum-PS4-PlayStation/dp/B07W6CD737?dchild=1,Farming Simulator 19 Platinum Edition (PS4) - PlayStation 4,$29.50,4.7 out of 5 stars,"1,950"
www.amazon.com/Wireless-Controller-Remote-Playstation-Crystal-4/dp/B08P2JYSCM?dchild=1,"Wireless PS4 Controller, PS4 Remote for Sony Playstation 4 with Led Touch Pad and Double Shock (Red Crystal)",$32.99,4.3 out of 5 stars,41
www.amazon.com/Playrealm-Thumbstick-Dualsenese-Controller-Camouflage/dp/B08MC4QP5Z?dchild=1,Playrealm FPS Thumbstick Extender & 3D Texture Rubber Silicone Grip Cover 2 Sets for PS5 Dualsenese & PS4 Controller (Camouflage Blue),$11.99,4.5 out of 5 stars,14
www.amazon.com/Wireless-Controller-Dualshock-Speaker-Indicator/dp/B08J7SZ51J?dchild=1,"Wireless Controller for PS4, Modded PS4 Controller Dualshock 4 Wireless PS4 Pro Controller Built-in Speaker/Gyro/Motors with Touch Panel Share Button LED Indicator USB Cable for PS4/Pro/Slim (Black)",$29.97,4.2 out of 5 stars,34
www.amazon.com/eXtremeRate-Playstation-Controller-Shoulder-Flashshot/dp/B08GCS6VYL?dchild=1,"eXtremeRate Clicky Hair Trigger Kit for Playstation 4 CUH ZCT2 Controller Shoulder Buttons, Custom Flashshot Trigger Stop Flex Cable for PS4 Slim Pro Controller JDM-040/050/055",$14.99,4.3 out of 5 stars,265
www.amazon.com/ORDA-Wireless-Controller-Compatible-Indicator/dp/B08R5LYCNJ?dchild=1,"ORDA Wireless Controller Compatible with PS4, Wireless Gamepad for PC (7/8/8.1/10) with Audio Function, Mini LED Indicator and USB Cable - Red",$23.99,3.9 out of 5 stars,"3,973"
www.amazon.com/Gods-Monsters-PlayStation-4-Standard/dp/B07SFZV3BN?dchild=1,Immortals Fenyx Rising - PlayStation 4 Standard Edition,$29.99,4.7 out of 5 stars,506
www.amazon.com/Controller-Joystick-Playstation-Vibration-Function/dp/B08PBS6PQ2?dchild=1,"Controller for PS4, Gaming Controller for Pc Gamepad Joystick for Playstation 4/Pro/Slim Console with Dual Vibration shock/6-axis Gyro Sensor/Audio Function(Midnight Blue)",$39.99,4.8 out of 5 stars,926
www.amazon.com/Playstation-Console-Holiday-Hubxcel-Charging-4/dp/B08NGWDHXQ?dchild=1,2020 Playstation 4 PS4 Slim 1TB Console Holiday Bundle with Hubxcel Charging Dock Bundle,$499.00,3.7 out of 5 stars,77
www.amazon.com/Waterproof-Playstation-Portable-Controllers-Sony-4/dp/B07SJVH95Y?dchild=1,Case Club Waterproof Playstation 4 Portable Gaming Station with Built-in Monitor & Storage for PS4 Controllers & Games,$349.95,4.4 out of 5 stars,256
www.amazon.com/Werewolf-Apocalypse-Earthblood-PS4-PlayStation-4/dp/B08CWDQCG4?dchild=1,Werewolf: The Apocalypse - Earthblood (PS4) - PlayStation 4,$49.99,,
www.amazon.com/Wireless-Controller-Playstation-Control-Gamepad/dp/B08FJ44K38?dchild=1,"Wireless Controller for Playstation 4, Game Controller for PS4/Pro/Slim, PS4 Control Remote Gamepad with Dual Motors, Motion and Stereo Jack,1000mAh Battery, 2020 Version (Red)",$36.97,4.3 out of 5 stars,95
www.amazon.com/Tony-Stewart-American-Racing-Playstation-4/dp/B08JSX48T9?dchild=1,Tony Stewart All American Racing (Sony Playstation 4 - PS4),,4.7 out of 5 stars,45
www.amazon.com/Bluetooth-Enabled-Remote-Control-Playstation-4/dp/B072C7YZFC?dchild=1,PDP 051-075-NA Bluetooth Enabled Media Remote Control for Playstation 4,$24.99,4.4 out of 5 stars,"5,157"
www.amazon.com/Red-Dead-Redemption-2-PS4-England/dp/B01M65RD19?dchild=1,Red Dead Redemption 2 (PS4),$36.70,4.7 out of 5 stars,"7,839"
www.amazon.com/KontrolFreek-Performance-Grips-PlayStation-Controller-4/dp/B00ZJ8I7Y4?dchild=1,KontrolFreek Performance Grips for Playstation 4 Controller (PS4),$14.99,4.4 out of 5 stars,"3,072"
www.amazon.com/Controller-Charger-Charging-Station-Playstation/dp/B07CTHLS2L?dchild=1,"Y Team PS4 Controller Charger, Dual USB PS4 Controller Charging Station for Sony Playstation 4/ PS4/ Slim/ PS4 Pro Charging Dock Stand Station",$13.97,4.6 out of 5 stars,"8,123"
www.amazon.com/Vertical-PlayStation4-Controller-Accesossries-Playstation/dp/B08FJ4GYFG?dchild=1,"PS4 Vertical Stand Cooling Fan for PS4 Slim/ PS4 Pro/ Regular PlayStation4, PS4 Controller Charger Station for Dual Charging, PS4 Accesossries with Game Storage for Playstation Consoles",$25.99,4.6 out of 5 stars,288
www.amazon.com/Tony-Stewart-American-Racing-Playstation-4/dp/B08JSX48T9?dchild=1,Tony Stewart All American Racing (Sony Playstation 4 - PS4),,4.7 out of 5 stars,45
www.amazon.com/Red-Dead-Redemption-2-PS4-England/dp/B01M65RD19?dchild=1,Red Dead Redemption 2 (PS4),$36.70,4.7 out of 5 stars,"7,839"
www.amazon.com/PlayStation-4-Slim-1TB-Console-Renewed/dp/B07C88DSHM?dchild=1,PlayStation 4 Slim 1TB Console (Renewed),$376.97,4.6 out of 5 stars,451
www.amazon.com/Batman-Arkham-Knight-PS4-playstation-4/dp/B07F7K39Q5?dchild=1,Batman: Arkham Knight (PS4),$21.11,4.6 out of 5 stars,633
www.amazon.com/PXN-V3II-Competition-Steering-Universal-Suitable-PC/dp/B08L6KDZRZ?dchild=1,"Game Racing Wheel, PXN-V3II 180° Competition Racing Steering Wheel with Universal USB Port and with Pedal, Suitable for PC, PS3, PS4, Xbox One, Nintendo Switch - Orange",$99.99,4.5 out of 5 stars,19
www.amazon.com/Playstation-Move-Twin-Pack-Renewed-4/dp/B083G2MNMS?dchild=1,Playstation Move Twin Pack (PS4) (Renewed),$119.99,4.6 out of 5 stars,45
www.amazon.com/Strike-Controller-IWGAME-Attachment-Paddles/dp/B08GXD4L2V?dchild=1,"Strike Pack for PS4 Controller,IWGAME Controller Back Button Attachment,Paddles for PS4",$18.99,5.0 out of 5 stars,3
www.amazon.com/MLB-Show-20-Playstation-4/dp/B08R5DXQD1?dchild=1,MLB The Show 20 - Playstation 4,$21.00,4.6 out of 5 stars,18
www.amazon.com/VOYEE-Controller-Replacement-Compatible-Playstation/dp/B08H16YG88?dchild=1,"VOYEE Controller Replacement for PS4 Controller, Enhanced Wired Controller with Double Shock/Upgraded Joystick Compatible with Sony Playstation 4/Pro/Slim (Black)",$17.99,4.1 out of 5 stars,143
www.amazon.com/PS4-Controller-Pack-Playstation-Transparent/dp/B07MX269TW?dchild=1,"2 Pack Controller for PS4,Wireless Controller for Playstation 4 with Dual Vibration Game Joystick (White Blue)",$47.99,3.8 out of 5 stars,"2,720"
www.amazon.com/Star-Wars-Jedi-Fallen-playstation-4/dp/B07QN7HVMH?dchild=1,Star Wars Jedi: Fallen Order (PS4),$37.11,4.7 out of 5 stars,"6,390"
www.amazon.com/CorpCo-Power-Cord-Sony-PlayStation/dp/B010L06UK2?dchild=1,CorpCo 6ft AC Power Cord for Sony Playstation 4 (PS4) Slim by Corpco Electronics,$6.69,4.8 out of 5 stars,"3,883"
www.amazon.com/Controller-Wireless-Playstation-Vibration-Light-Bar/dp/B08HMXY41J?dchild=1,"PS4 Controller,Wireless Controller for Playstation 4/Slim/Pro/PC,PS4 Remote with Dual Vibration/6-axis Gyro/Speaker/Light-Bar and USB Cable(White)",$30.59,3.9 out of 5 stars,113
www.amazon.com/NBA-2K21-450-Digital-Code/dp/B08HJ88122?dchild=1,"NBA 2K21: 450,000 VC - PS4 [Digital Code]",$99.99,4.5 out of 5 stars,85
www.amazon.com/Seagate-Drive-Systems-External-Portable/dp/B07M9VCHDG?dchild=1,"Seagate (STGD2000100) Game Drive For PS4 Systems 2TB External Hard Drive Portable HDD – USB 3.0, Officially Licensed Product",$79.99,4.8 out of 5 stars,"18,256"
www.amazon.com/Days-Limited-Steel-Black-PlayStation-4/dp/B07RPMBYKQ?dchild=1,Days of Play Limited Edition Steel Black 1TB PS4 (PS4),$595.03,4.6 out of 5 stars,163
www.amazon.com/Dust-Off/dp/B078C82HN7?dchild=1,True War Stories,$0.99,3.2 out of 5 stars,11
www.amazon.com/Days-Gone-Playstation-4/dp/B01GW8XRCG?dchild=1,Days Gone - Playstation 4,$19.99,4.6 out of 5 stars,"8,486"
www.amazon.com/Madden-NFL-21-Points-Digital/dp/B08G5YPGD4?dchild=1,Madden NFL 21: 1050 Madden Points - PS4 [Digital Code],$9.88,4.5 out of 5 stars,33
www.amazon.com/Controller-Team-Compatible-Playstation-Vibration/dp/B08FFJ9JH5?dchild=1,"Wireless Controller for PS4, Y Team Game Controller Compatible with Playstation 4/Pro/Slim, PS4 Remote Gamepad with Dual Vibration, Stereo Jack, Motion Sensor - Blue",$36.97,4.2 out of 5 stars,108
www.amazon.com/ASTRO-Gaming-A10-Headset-Blue-PlayStation/dp/B0711V7BV6?dchild=1,"ASTRO Gaming A10 Gaming Headset - Blue - PlayStation 5, PlayStation 4",$49.00,4.4 out of 5 stars,"3,688"
www.amazon.com/Controller-Camouflage-Rechargeable-Compatible-Playstation/dp/B08MZR6KL1?dchild=1,"Game Controller for PS4 (Blue Camouflage), PICTEK Wireless Rechargeable, Dual Vibration Compatible with Windows PC & Android OS, Wireless Bluetooth Controller for Playstation 4",$31.49,4.5 out of 5 stars,393
www.amazon.com/Hitman-III-PS4-playstation-4/dp/B08LF957LY?dchild=1,Hitman III (PS4),$77.03,,
www.amazon.com/PSVR-Controller-Firewall-Zero-Bundle-4/dp/B07FRCT893?dchild=1,PSVR Aim Controller Firewall Zero Hour Bundle - PlayStation VR,$74.97,4.7 out of 5 stars,"2,366"
www.amazon.com/PeohZarr-Headset-Surround-Earmuffs-Included/dp/B087Q4Q7DP?dchild=1,"PeohZarr Gaming Headset Xbox One Headset PS4 Headset Aurora Series with Flowing LED Lights 7.1 Surround Sound Crystal Clear Mic Comfy Earmuffs, Headset for Xbox One(Adapter Not Included), PS4, PS5, PC",$26.99,4.6 out of 5 stars,"2,228"
www.amazon.com/Snowrunner-PlayStation-4/dp/B0833XB257?dchild=1,Snowrunner - PlayStation 4,$34.96,4.6 out of 5 stars,"2,862"
www.amazon.com/Upgraded-Controller-Bluetooth-Playstation-Compatible/dp/B01DXT6FTY?dchild=1,"[Upgraded Version] PS4 Controller, Wireless Bluetooth Gamepad with USB Cable for Sony Playstation 4, Gaming Grip Compatible with PS4/Pro/Slim/Windows PC(7/8/8.1/10) (Gold)",$29.99,4.3 out of 5 stars,"1,431"
www.amazon.com/Kikc-headsets-Headset-Headphones-Canceling/dp/B08K316ZXG?dchild=1,"Kikc Gaming headsets PS4 Stereo Xbox one Headset Wired PC Gaming Headphones with Noise Canceling Mic, Over Ear Gaming Headphones for PS4/PS5/Xbox one/PC/MAC",$13.99,4.8 out of 5 stars,8
www.amazon.com/Wireless-Controller-Remote-Playstation-Charging/dp/B07W6Z2L6V?dchild=1,"Wireless Controller for PS4, Remote for Playstation 4 with Charging Cable, Berry Blue Remote,New Model",$28.88,3.7 out of 5 stars,"4,595"
www.amazon.com/Controller-Wireless-Playstation-Vibration-Indicator/dp/B08QGKP74Z?dchild=1,"PS4 Controller, Wireless Controller Gamepad for Playstation 4/Pro/Slim with Audio Function, Dual Vibration, Touchpad, Mini LED Indicator",$39.99,4.8 out of 5 stars,"2,123"
www.amazon.com/Kikc-headsets-Headset-Headphones-Canceling/dp/B08K316ZXG?dchild=1,"Kikc Gaming headsets PS4 Stereo Xbox one Headset Wired PC Gaming Headphones with Noise Canceling Mic, Over Ear Gaming Headphones for PS4/PS5/Xbox one/PC/MAC",$13.99,4.8 out of 5 stars,8
www.amazon.com/Controller-Professional-Surround-Cancelling-Earmuffs/dp/B08GGYSYL2?dchild=1,"Gaming Headset for PS4 PC Xbox One Controller, Professional PS4 Headset with 7.1 Surround Sound, Noise Cancelling Mic, RGB LED Light, Soft Memory Earmuffs for PC Laptop Tablet Mac",$21.99,4.8 out of 5 stars,349
www.amazon.com/EKSA-Surround-Headphones-Canceling-Compatible/dp/B08FBXX8X6?dchild=1,"EKSA Gaming Headset with 7.1 Surround Sound Stereo, PS4 USB Headphones with Noise Canceling Mic & RGB Light, Compatible with PC, PS4 Console, Laptop (Red)",$36.99,4.4 out of 5 stars,"3,517"
www.amazon.com/Sony-PlayStation-Wireless-Headset-Surround/dp/B079YL9F5T?dchild=1,Sony PlayStation Gold Wireless Headset 7.1 Surround Sound PS4 New Version 2018,$108.95,4.5 out of 5 stars,"3,338"
www.amazon.com/Game-Controller-PS4-Vibration-High-Sensitive/dp/B08J6R4X1H?dchild=1,"Game Controller for PS4 Wireless Gamepad for PS4/PS4 Pro/PC and Laptop with Vibration and Audio Function, Mini LED Indicator, High-Sensitive Controller with Anti-Slip (Midnight Blue)",$36.99,4.0 out of 5 stars,"1,253"
www.amazon.com/Five-Nights-Freddys-Help-Wanted-PlayStation/dp/B08L4V7XFH?dchild=1,Five Nights at Freddy's: Help Wanted (PS4) - PlayStation 4,$29.86,4.7 out of 5 stars,571
www.amazon.com/Minecraft-Survivors-Secrets-Official-Mojang/dp/0399593209?dchild=1,Minecraft: The Survivors' Book of Secrets: An Official Mojang Book,$5.62,4.7 out of 5 stars,321
www.amazon.com/Hasbro-Family-Fun-Pack-PlayStation-Standard/dp/B0156SMZCQ?dchild=1,Hasbro Family Fun Pack - PlayStation 4 Standard Edition,$20.14,4.5 out of 5 stars,"1,538"
www.amazon.com/Marvels-Avengers-Deluxe-PlayStation-4/dp/B084SCW1Y9?dchild=1,Marvel's Avengers: Deluxe Edition - PlayStation 4,$55.89,4.5 out of 5 stars,"1,661"
www.amazon.com/Controller-PS4-Wireless-Vibration-High-Sensitive/dp/B08PCSW2RF?dchild=1,"Game Controller for PS4 Wireless Gamepad for PS4/PS4 Pro/PC and Laptop with Vibration and Audio Function, Mini LED Indicator, High-Sensitive Controller with Anti-Slip(Alpine Green)",$31.99,3.2 out of 5 stars,17
www.amazon.com/Jump-Force-PS4-playstation-4/dp/B07DMB2G4Y?dchild=1,Jump Force (PS4),$23.25,4.6 out of 5 stars,"1,361"
www.amazon.com/MFTEK-Keyboard-Rainbow-One-Handed-Mechanical/dp/B08977VXBQ?dchild=1,"MFTEK One Hand Gaming Keyboard and Mouse Combo, RGB Rainbow Backlit One-Handed Mechanical Feeling Gaming Keyboard with Wrist Rest Support, USB Wired Keyboard Mouse and Mouse Pad Set for PC PS4 Gamer",$27.99,4.5 out of 5 stars,328
www.amazon.com/Wireless-Controller-Paddles-Vibration-Headphone/dp/B08NSR8VXB?dchild=1,"PS4 Elite Wireless Controller with Back Paddles,Dual Vibration Elite PS4 Modded Game Controller for Play Station 4 with Speaker and 3.5mm Audio Headphone Jack",$69.98,3.6 out of 5 stars,12
www.amazon.com/RUNMUS-Headphones-Canceling-Compatible-Dreamcast/dp/B07XR6SKB6?dchild=1,"RUNMUS Gaming Headset for Xbox One, PS4, PC Headset w/ Surround Sound, Over Ear Headphones with Noise Canceling Mic & RGB Light, Compatible with Xbox One, PS4, Nintendo Switch, PC, Mac, Sega Dreamcast",$30.90,4.6 out of 5 stars,"4,732"
www.amazon.com/PlayStation-Gold-Wireless-Headset-Gaming-Console/dp/B07WJ1FGZK?dchild=1,PlayStation Gold Wireless Headset Rose Gold - PlayStation 4,$99.45,4.6 out of 5 stars,"1,303"
www.amazon.com/Wireless-Custom-AiMControllers-Dexter-Paddles/dp/B01MQF08P5?dchild=1,"AimControllers PS4 Custom Wireless Controller, Playstation 4 Personalized Gamepad with 4 Paddles - Dexter",$139.99,4.2 out of 5 stars,350
www.amazon.com/Controller-Vibration-Compatible-Bluetooth-Playstation/dp/B08NXHY714?dchild=1,"Game Controller for PS4 (Steel Black), Dual Vibration Compatible with Windows PC & Android OS, Wireless Bluetooth Controller for Playstation 4",$29.99,4.6 out of 5 stars,86
