Name,Price,Rating,Review Counts,link
"Kailisen PS3 Controller Charger Charging Cable Sync Cord, Mini USB Charge and Play Cable for PS Move/PS3/PS3 Slim Wireless Controller",$6.85,4.7 out of 5 stars,30,https://www.amazon.com//Charger-Adapter-Controller-Magnetic-Wireless/dp/B07GZWV98J/ref=sr_1_81?dchild=1&keywords=ps3&qid=1611572708&sr=8-81
GameTrailers TV with Geoff Keighley Season 1,N/A,N/A,N/A,https://www.amazon.com//Skate-II/dp/B01737S5K4/ref=sr_1_82?dchild=1&keywords=ps3&qid=1611572708&sr=8-82
LION FISH - Remote Controller (2 Packs) for Nintendo Wii&Wii U Video Game (No Motion Plus). (Black),$34.99,4.1 out of 5 stars,97,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A04310812FEU04TN509PI&url=%2FLION-FISH-Wireless-Controller-Nintendo%2Fdp%2FB076WQ9SB4%2Fref%3Dsr_1_81_sspa%3Fdchild%3D1%26keywords%3Dps3%26qid%3D1611572710%26sr%3D8-81-spons%26psc%3D1&qualifier=1611572710&id=6846114405136251&widgetName=sp_atf_next
LION FISH - Motion Plus Remote Controller (2 Packs) for Nintendo Wii Video Game Gamepads. (Blue),$34.99,4.0 out of 5 stars,179,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A079257121FKCX7Q9U05E&url=%2FLION-FISH-Controller-Nintendo-Gamepads%2Fdp%2FB076Z26NQR%2Fref%3Dsr_1_82_sspa%3Fdchild%3D1%26keywords%3Dps3%26qid%3D1611572710%26sr%3D8-82-spons%26psc%3D1&qualifier=1611572710&id=6846114405136251&widgetName=sp_atf_next
"12FT Power Cord Compatible Xbox Series X, Xbox Series S, Xbox One S/X, Samsung TCL LG Sharp TV, Sony PS3 PS4 PS5 Game Console[UL Listed]",$10.98,4.8 out of 5 stars,"3,313",https://www.amazon.com//Listed-2-Slot-Compatible-Samsung-Console/dp/B07PJGNPJ2/ref=sr_1_83?dchild=1&keywords=ps3&qid=1611572710&sr=8-83
Grand Theft Auto V - NL (PS3),N/A,4.4 out of 5 stars,121,https://www.amazon.com//Grand-Theft-Auto-PS3-PlayStation-3/dp/B00BIF6UJQ/ref=sr_1_84?dchild=1&keywords=ps3&qid=1611572710&sr=8-84
Mortal Kombat vs. DC Universe - Playstation 3,N/A,4.5 out of 5 stars,"1,226",https://www.amazon.com//Mortal-Kombat-vs-DC-Universe-Playstation/dp/B0017ZIIK6/ref=sr_1_85?dchild=1&keywords=ps3&qid=1611572710&sr=8-85
Gxcdizx Power Supply Unit PSU PPS APS-250 APS-270 for Sony PS3 Playstation 3 Slim 2000 Series Console CECH-2001A CECH-2001B Complete Replacement Part,$33.99,N/A,N/A,https://www.amazon.com//Gxcdizx-Playstation-CECH-2001A-CECH-2001B-Replacement/dp/B08PH9NLKW/ref=sr_1_86?dchild=1&keywords=ps3&qid=1611572710&sr=8-86
LEGO Harry Potter: Years 5-7 - Playstation 3,$19.99,4.8 out of 5 stars,495,https://www.amazon.com//LEGO-Harry-Potter-Years-5-7-Playstation/dp/B0051TLAZ4/ref=sr_1_87?dchild=1&keywords=ps3&qid=1611572710&sr=8-87
- BEYOND: TWO SOULS /PS3,$21.00,3.6 out of 5 stars,7,https://www.amazon.com//Beyond-Two-Souls-PS3-Region-free/dp/B00HNGMA16/ref=sr_1_88?dchild=1&keywords=ps3&qid=1611572710&sr=8-88
Demon's Souls (Greatest Hits) - PlayStation 3,$22.65,4.8 out of 5 stars,"1,699",https://www.amazon.com//Demons-Souls-Greatest-Hits-PlayStation-3/dp/B002AB7TX8/ref=sr_1_89?dchild=1&keywords=ps3&qid=1611572710&sr=8-89
The Last of Us - PlayStation 3,$39.95,4.7 out of 5 stars,"4,716",https://www.amazon.com//Last-Us-PlayStation-3-sony-playstation3/dp/B007CM0K86/ref=sr_1_90?dchild=1&keywords=ps3&qid=1611572710&sr=8-90
"PS3 Controller Wireless for Playstation 3 Dual Shock (Pack of 2,Black)",$26.50,4.3 out of 5 stars,"2,278",https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A03999501M24H9IV64KBQ&url=%2FController-Wireless-Playstation-Shock-Black%2Fdp%2FB087RK4VDX%2Fref%3Dsr_1_91_sspa%3Fdchild%3D1%26keywords%3Dps3%26qid%3D1611572710%26sr%3D8-91-spons%26psc%3D1&qualifier=1611572710&id=6846114405136251&widgetName=sp_mtf
Dragon Age Origins: Ultimate Edition - Playstation 3,$30.00,4.7 out of 5 stars,531,https://www.amazon.com//Dragon-Age-Origins-Ultimate-Playstation-3/dp/B0045ZIEPY/ref=sr_1_92?dchild=1&keywords=ps3&qid=1611572710&sr=8-92
"OIVO Controller Wall Mount Holder for PS3/PS4/PS5/Xbox 360/Xbox One/S/X/Elite/Series S/Series X Controller, Pro Controller, Foldable Wall Mount for Video Game Controller&Headphones -4 Pack",$16.99,4.4 out of 5 stars,481,https://www.amazon.com//OIVO-Controller-Holder-Foldable-Headphones/dp/B088M15RJP/ref=sr_1_93?dchild=1&keywords=ps3&qid=1611572710&sr=8-93
G-Dreamer 2 Pack Replacement Battery Pack For SONY PS3 Controller + USB Charger Cable,N/A,4.5 out of 5 stars,233,https://www.amazon.com//G-Dreamer-Replacement-Battery-PS3-Controller-Charger/dp/B07MZQSTCL/ref=sr_1_94?dchild=1&keywords=ps3&qid=1611572710&sr=8-94
Dark Souls - Prepare to Die Edition (PS3),$27.30,4.7 out of 5 stars,161,https://www.amazon.com//Dark-Souls-Prepare-Sony-PlayStation-3/dp/B01B6BJB4C/ref=sr_1_95?dchild=1&keywords=ps3&qid=1611572710&sr=8-95
"Mayflash F300 Arcade Fight Stick Joystick for Xbox Series X, PS4,PS3, Xbox One, Xbox 360, PC, Switch, NeoGeo mini, NeoGeo Arcade Stick Pro",$52.01,4.5 out of 5 stars,"3,121",https://www.amazon.com//Mayflash-F300-Arcade-Joystick-Switch/dp/B019MFPLC0/ref=sr_1_96?dchild=1&keywords=ps3&qid=1611572710&sr=8-96
Batman: Arkham City - Game of The Year Edition (Restricted Distribution),$2.99,4.7 out of 5 stars,"1,659",https://www.amazon.com//Batman-Arkham-Restricted-distribution-sony-playstation3/dp/B007SRM5U6/ref=sr_1_97?dchild=1&keywords=ps3&qid=1611572710&sr=8-97
Grand Theft Auto V PS3,$25.69,4.5 out of 5 stars,694,https://www.amazon.com//Grand-Theft-Auto-PS3-Playstation-3/dp/B00B200UV6/ref=sr_1_98?dchild=1&keywords=ps3&qid=1611572710&sr=8-98
"Sabrent 2.5"" Hard Disk Drive Mounting Kit Bracket for PS3 Super Slim CECH-400x Series (BK-HDPS)",N/A,4.7 out of 5 stars,373,https://www.amazon.com//Sabrent-Mounting-Bracket-CECH-400x-BK-HDPS/dp/B00LS268YG/ref=sr_1_99?dchild=1&keywords=ps3&qid=1611572710&sr=8-99
"PS4 Controller Wireless Controller Gamepad for Playstation 4 with Dual Vibration, Compatible with PS4/PS4 Pro & PC and 3.5mm Jack",$29.99,3.8 out of 5 stars,155,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg7_1?ie=UTF8&adId=A0131416Z8YKXHSR0C4U&url=%2FController-Wireless-Playstation-Vibration-Compatible%2Fdp%2FB081C9G336%2Fref%3Dsr_1_97_sspa%3Fdchild%3D1%26keywords%3Dps3%26qid%3D1611572712%26sr%3D8-97-spons%26psc%3D1&qualifier=1611572712&id=4241108399040153&widgetName=sp_atf_next
"PS4 Controller Wireless Controller Gamepad for Playstation 4 with Dual Vibration, Compatible with PS4/PS4 Pro & PC Gaming Remote Joysticks",$32.88,4.0 out of 5 stars,48,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg7_1?ie=UTF8&adId=A013157223GBWJ0G6AZUG&url=%2FController-Playstation-Vibration-Compatible-Joysticks%2Fdp%2FB088BGWR6K%2Fref%3Dsr_1_98_sspa%3Fdchild%3D1%26keywords%3Dps3%26qid%3D1611572712%26sr%3D8-98-spons%26psc%3D1&qualifier=1611572712&id=4241108399040153&widgetName=sp_atf_next
"Sabrent 2.5"" Hard Disk Drive Mounting Kit Bracket for PS3 Super Slim CECH-400x Series (BK-HDPS)",N/A,4.7 out of 5 stars,373,https://www.amazon.com//Sabrent-Mounting-Bracket-CECH-400x-BK-HDPS/dp/B00LS268YG/ref=sr_1_99?dchild=1&keywords=ps3&qid=1611572712&sr=8-99
"Grand Theft Auto V, GTA 5 PS3 (PlayStation 3, 2013) Greatest Hits - Brand New!",$19.88,4.5 out of 5 stars,154,https://www.amazon.com//Grand-Theft-Auto-PlayStation-Greatest-3/dp/B01NA6PWAW/ref=sr_1_100?dchild=1&keywords=ps3&qid=1611572712&sr=8-100
Lego: Marvel Super Heroes - PlayStation 3,N/A,4.6 out of 5 stars,"1,653",https://www.amazon.com//Lego-Marvel-Heroes-PlayStation-sony-playstation3/dp/B00B98HBTA/ref=sr_1_101?dchild=1&keywords=ps3&qid=1611572712&sr=8-101
The SIMS 3 PS3 [PlayStation 3],$25.99,4.3 out of 5 stars,696,https://www.amazon.com//SIMS-3-PS3-PlayStation/dp/B003JH7ZIQ/ref=sr_1_102?dchild=1&keywords=ps3&qid=1611572712&sr=8-102
Lego Pirates of the Caribbean - Playstation 3,$94.50,4.7 out of 5 stars,371,https://www.amazon.com//Lego-Pirates-Caribbean-Playstation-3/dp/B002I0K5RS/ref=sr_1_103?dchild=1&keywords=ps3&qid=1611572712&sr=8-103
The Sly Collection - Playstation 3,$52.08,4.7 out of 5 stars,981,https://www.amazon.com//Sly-Collection-Playstation-3/dp/B003O680RM/ref=sr_1_104?dchild=1&keywords=ps3&qid=1611572712&sr=8-104
"Alien: Isolation - PlayStation 3, Nostromo Edition",$12.39,4.5 out of 5 stars,396,https://www.amazon.com//Alien-Isolation-PlayStation-3-Nostromo/dp/B00I19TXQE/ref=sr_1_105?dchild=1&keywords=ps3&qid=1611572712&sr=8-105
Sony PlayStation 3 Blu-ray Disc Remote,$39.91,4.7 out of 5 stars,"1,862",https://www.amazon.com//Sony-PlayStation-3-Blu-ray-Disc-Remote/dp/B000M17AVO/ref=sr_1_106?dchild=1&keywords=ps3&qid=1611572712&sr=8-106
PS3 Controller Wireless for Playstation 3 Dual Shock (Gold and Silver),$27.99,4.3 out of 5 stars,"2,278",https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg7_1?ie=UTF8&adId=A07155292VGV6PRIOUOJH&url=%2FController-Wireless-Playstation-Shock-Silver%2Fdp%2FB08KG884YD%2Fref%3Dsr_1_107_sspa%3Fdchild%3D1%26keywords%3Dps3%26qid%3D1611572712%26sr%3D8-107-spons%26psc%3D1&qualifier=1611572712&id=4241108399040153&widgetName=sp_mtf
DISNEY INFINITY Starter Pack PS3,N/A,4.7 out of 5 stars,445,https://www.amazon.com//DISNEY-INFINITY-Starter-Pack-sony-playstation3/dp/B00AXI9XIE/ref=sr_1_108?dchild=1&keywords=ps3&qid=1611572712&sr=8-108
The Elder Scrolls V: Skyrim Legendary Edition (PS3),$22.00,4.8 out of 5 stars,580,https://www.amazon.com//Elder-Scrolls-Skyrim-Legendary-playstation-3/dp/B00CJ8X23I/ref=sr_1_109?dchild=1&keywords=ps3&qid=1611572712&sr=8-109
Rock Band 3 Wireless Keyboard for PlayStation 3,$39.86,4.6 out of 5 stars,240,https://www.amazon.com//Rock-Band-Wireless-Keyboard-PlayStation-3/dp/B003RRTXLA/ref=sr_1_110?dchild=1&keywords=ps3&qid=1611572712&sr=8-110
Disney INFINITY: Toy Box Starter Pack (2.0 Edition) - PlayStation 3,$18.99,4.3 out of 5 stars,136,https://www.amazon.com//Disney-INFINITY-Toy-Starter-Pack-PlayStation/dp/B00MCC376S/ref=sr_1_111?dchild=1&keywords=ps3&qid=1611572712&sr=8-111
PlayStation 3 60GB System Backwards Compatible Plays PS1 PS2 And PS3 Games,N/A,3.8 out of 5 stars,33,https://www.amazon.com//PlayStation-System-Backwards-Compatible-Plays-3/dp/B016U1GJ5W/ref=sr_1_112?dchild=1&keywords=ps3&qid=1611572712&sr=8-112
Sonic Generations (Greatest Hits) - PlayStation 3,$15.98,4.6 out of 5 stars,"1,234",https://www.amazon.com//Sonic-Generations-PlayStation-3/dp/B004X56PWK/ref=sr_1_113?dchild=1&keywords=ps3&qid=1611572712&sr=8-113
"PS3 Controller Wireless - OUBANG PS3 Remote,Best DS3 Joystick Gift for Kids Bluetooth Gaming with Sixaxis Control Gamepad Game Accessories for PlayStation3 with Micro Cable(Blue)",$9.99,4.2 out of 5 stars,"2,748",https://www.amazon.com//PS3-Controller-Wireless-Dualshock3-PlayStation3/dp/B076MYYGTG/ref=sr_1_114?dchild=1&keywords=ps3&qid=1611572712&sr=8-114
Silent Hill HD Collection - Playstation 3,$22.40,4.5 out of 5 stars,686,https://www.amazon.com//Silent-Hill-HD-Collection-Playstation-3/dp/B0050SXAIG/ref=sr_1_115?dchild=1&keywords=ps3&qid=1611572712&sr=8-115
"Kailisen PlayStation 3 Controller Charger PS3 / PS3 Move / PS4 Dock with USB Cable, 2 Port Charging Dock Station DualDock Charger Stand 3-in-1",$17.85,4.0 out of 5 stars,43,https://www.amazon.com//LeSB-PlayStation-Controller-Charging-DualDock/dp/B077RX9BTW/ref=sr_1_113?dchild=1&keywords=ps3&qid=1611572714&sr=8-113
Assassin's Creed II - Greatest Hits edition - Playstation 3,$14.29,4.7 out of 5 stars,873,https://www.amazon.com//Assassins-Creed-II-Greatest-Hits-Playstation/dp/B00269DX5W/ref=sr_1_114?dchild=1&keywords=ps3&qid=1611572714&sr=8-114
Turtle Beach - Ear Force P11 Amplified Stereo Gaming Headset - PS3 (Discontinued by Manufacturer),$53.74,4.4 out of 5 stars,"1,924",https://www.amazon.com//Turtle-Beach-Discontinued-Manufacturer-Playstation-3/dp/B002I0J5CO/ref=sr_1_115?dchild=1&keywords=ps3&qid=1611572714&sr=8-115
"GTA 5 CHEATS FOR-PC,PS4,XBOX,PS3",$0.00,2.7 out of 5 stars,28,https://www.amazon.com//GTA-CHEATS-PC-PS4-XBOX-ebook/dp/B077M5Q74H/ref=sr_1_116?dchild=1&keywords=ps3&qid=1611572714&sr=8-116
Madden NFL 13 - Playstation 3,$23.99,4.4 out of 5 stars,"1,222",https://www.amazon.com//Madden-NFL-13-Playstation-sony-playstation3/dp/B006VB2UMI/ref=sr_1_117?dchild=1&keywords=ps3&qid=1611572714&sr=8-117
Sony 98022 PlayStation 3 Slim Console,N/A,4.1 out of 5 stars,11,https://www.amazon.com//Sony-98022-PlayStation-3-Slim-Console/dp/B0059W1TRC/ref=sr_1_118?dchild=1&keywords=ps3&qid=1611572714&sr=8-118
The Elder Scrolls IV: Oblivion - Playstation 3 Game of the Year Edition,$49.99,4.7 out of 5 stars,805,https://www.amazon.com//Elder-Scrolls-IV-Playstation-sony-playstation3/dp/B000TVT7U4/ref=sr_1_119?dchild=1&keywords=ps3&qid=1611572714&sr=8-119
Call of Duty: Black Ops (PS3),$23.10,4.5 out of 5 stars,769,https://www.amazon.com//Call-Duty-Black-Ops-playstation-3/dp/B0036ORNUC/ref=sr_1_120?dchild=1&keywords=ps3&qid=1611572714&sr=8-120
"Controllers for PS3 Playstation 3 Dual Shock, Wireless Bluetooth Remote Joystick Gamepad for Six-axis with Charging Cable (Pack of 2, ClearBlue and ClearRed)",$26.99,4.3 out of 5 stars,"2,278",https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg8_1?ie=UTF8&adId=A07423052E60OSJ9TYN1K&url=%2FWireless-Controllers-Playstation-Bluetooth-CLearBlue1%2Fdp%2FB07NPG35V5%2Fref%3Dsr_1_121_sspa%3Fdchild%3D1%26keywords%3Dps3%26qid%3D1611572714%26sr%3D8-121-spons%26psc%3D1&qualifier=1611572714&id=3303603842048690&widgetName=sp_mtf
Cokem International Ltd. Kinetic 212 Wireless Gaming Headset - PlayStation 3; PlayStation 2; PlayStation,$45.97,N/A,N/A,https://www.amazon.com//Cokem-International-Kinetic-Wireless-Gaming-Headset/dp/B08N6GZ9DM/ref=sr_1_122?dchild=1&keywords=ps3&qid=1611572714&sr=8-122
Sports Champions - Playstation 3,$14.39,4.4 out of 5 stars,398,https://www.amazon.com//Sports-Champions-Playstation-3/dp/B002I0K74Y/ref=sr_1_123?dchild=1&keywords=ps3&qid=1611572714&sr=8-123
USB Charging Cable for PS3 Sony Playstation 3 usb2.0 Handle Connector 6ft (2 pcs),N/A,4.6 out of 5 stars,247,https://www.amazon.com//Charging-Playstation-usb2-0-Handle-Connector/dp/B075L8BZ1K/ref=sr_1_124?dchild=1&keywords=ps3&qid=1611572714&sr=8-124
WWE 2K14 - Playstation 3,$84.89,4.4 out of 5 stars,629,https://www.amazon.com//WWE-2K14-Playstation-3/dp/B00CMC6HCY/ref=sr_1_125?dchild=1&keywords=ps3&qid=1611572714&sr=8-125
NBA 2K18 (PS3) [video game],$39.95,4.4 out of 5 stars,187,https://www.amazon.com//5026555420006-NBA-2K18-PS3/dp/B0716W5LL4/ref=sr_1_126?dchild=1&keywords=ps3&qid=1611572714&sr=8-126
TTX PS3 Wired USB Controller - Blue - PlayStation 3,$17.36,4.3 out of 5 stars,431,https://www.amazon.com//TTX-PS3-Wired-USB-Controller-PlayStation/dp/B07255847K/ref=sr_1_127?dchild=1&keywords=ps3&qid=1611572714&sr=8-127
Double Vibrating Wireless Controller for PS3 With Charge Cable (Bright Pink ),$13.99,4.3 out of 5 stars,154,https://www.amazon.com//Double-Vibrating-Wireless-Controller-Charge/dp/B06ZY77XXQ/ref=sr_1_128?dchild=1&keywords=ps3&qid=1611572714&sr=8-128
PS3 Guitar Hero Les Paul Wireless Guitar,N/A,3.4 out of 5 stars,249,https://www.amazon.com//Guitar-Hero-Paul-Wireless-playstation-3/dp/B000TTITLO/ref=sr_1_129?dchild=1&keywords=ps3&qid=1611572714&sr=8-129
PS3 AC Adaptor,$9.99,4.7 out of 5 stars,366,https://www.amazon.com//PS3-AC-Adaptor-Playstation-3/dp/B001KYV9AK/ref=sr_1_129?dchild=1&keywords=ps3&qid=1611572716&sr=8-129
Playstation 3 Move Motion Controller,N/A,4.5 out of 5 stars,"1,656",https://www.amazon.com//Playstation-3-Move-Motion-Controller/dp/B002I0J51U/ref=sr_1_130?dchild=1&keywords=ps3&qid=1611572716&sr=8-130
Skylanders Giants Starter Pack - Playstation 3,N/A,4.6 out of 5 stars,236,https://www.amazon.com//Skylanders-Giants-Starter-Pack-Playstation-3/dp/B0088MVQAU/ref=sr_1_131?dchild=1&keywords=ps3&qid=1611572716&sr=8-131
Cars 3: Driven to Win - PlayStation 3,$22.75,4.6 out of 5 stars,480,https://www.amazon.com//Cars-3-Driven-Win-PlayStation/dp/B06XX6KWR6/ref=sr_1_132?dchild=1&keywords=ps3&qid=1611572716&sr=8-132
The RGB Master Class,N/A,N/A,N/A,https://www.amazon.com//RGB210-Getting-Best-Picture-PlayStation/dp/B07MWJNXLS/ref=sr_1_133?dchild=1&keywords=ps3&qid=1611572716&sr=8-133
"VOYEE Controller Replacement for Sony Original PS3 Controller, Gaming Headset with Mic Replacement for PS4/PS5/PS3, Xbox One, PC/Laptop, Nintendo Switch Headset",29.99,N/A,N/A,https://www.amazon.com//VOYEE-Controller-Replacement-Original-Nintendo/dp/B08SC3ZY22/ref=sr_1_134?dchild=1&keywords=ps3&qid=1611572716&sr=8-134
"Subsonic SA5156 - Drive Pro Sport Racing Wheel for Playstation 4, PS4 Slim, PS4 Pro, Xbox One, Xbox One S and PS3",N/A,4.2 out of 5 stars,"1,164",https://www.amazon.com//Subsonic-SA5156-Drive-Racing-Playstation/dp/B01M8NNHFP/ref=sr_1_135?dchild=1&keywords=ps3&qid=1611572716&sr=8-135
Call of Duty: Black Ops Combo Pack - PlayStation 3,$33.48,4.5 out of 5 stars,936,https://www.amazon.com//Call-Duty-Black-Combo-Pack-PlayStation/dp/B00VFVIKV4/ref=sr_1_136?dchild=1&keywords=ps3&qid=1611572716&sr=8-136
"PS3 Controller Wireless for Playstation 3 Dual Shock (Pack of 2,Black and Pink)",$28.99,4.3 out of 5 stars,"2,278",https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg9_1?ie=UTF8&adId=A03336152QUKZOVL21G09&url=%2FController-Wireless-Playstation-Shock-Black%2Fdp%2FB08B64K1MN%2Fref%3Dsr_1_137_sspa%3Fdchild%3D1%26keywords%3Dps3%26qid%3D1611572716%26sr%3D8-137-spons%26psc%3D1&qualifier=1611572716&id=5514827976249057&widgetName=sp_mtf
OSTENT Wireless Controller 1800mAh Battery Pack Replacement Compatible for Sony PS3 Bluetooth Controller Console,$7.49,4.0 out of 5 stars,171,https://www.amazon.com//Controller-Replacement-Compatible-Bluetooth-Playstation-3/dp/B00FBM4ZTO/ref=sr_1_138?dchild=1&keywords=ps3&qid=1611572716&sr=8-138
Sonic Unleashed - Playstation 3,$18.40,4.6 out of 5 stars,683,https://www.amazon.com//Sonic-Unleashed-Playstation-3/dp/B0017HPE6K/ref=sr_1_139?dchild=1&keywords=ps3&qid=1611572716&sr=8-139
"SAMSUNG 870 QVO SATA III 2.5"" SSD 4TB (MZ-77Q4T0B)",$438.63,4.8 out of 5 stars,"3,512",https://www.amazon.com//SAMSUNG-870-QVO-SATA-MZ-77Q4T0B/dp/B089C5P5SX/ref=sr_1_140?dchild=1&keywords=ps3&qid=1611572716&sr=8-140
FIFA 17 - PlayStation 3,$29.99,4.5 out of 5 stars,316,https://www.amazon.com//FIFA-17-PlayStation-3/dp/B01GKH5QMI/ref=sr_1_141?dchild=1&keywords=ps3&qid=1611572716&sr=8-141
inFAMOUS - Playstation 3,$13.99,4.8 out of 5 stars,891,https://www.amazon.com//inFAMOUS-Playstation-3/dp/B000ZK7ZOE/ref=sr_1_142?dchild=1&keywords=ps3&qid=1611572716&sr=8-142
Socom US Navy Seals: Confrontation,N/A,3.5 out of 5 stars,177,https://www.amazon.com//Socom-Navy-Seals-Confrontation-playstation-3/dp/B001C4DKG4/ref=sr_1_143?dchild=1&keywords=ps3&qid=1611572716&sr=8-143
Nier (PS3),$39.99,4.6 out of 5 stars,71,https://www.amazon.com//Nier-PS3-playstation-3/dp/B003922WQQ/ref=sr_1_144?dchild=1&keywords=ps3&qid=1611572716&sr=8-144
"[UL Listed] 6Ft 3 Prong 18 AWG Power Cord Cable Compatible Sony Playstation PS3 First Generation(Fat), Xbox 360 1st Generation(Fat)",$9.98,4.6 out of 5 stars,318,https://www.amazon.com//Listed-Prong-Compatible-Playstation-Generation/dp/B074T5575N/ref=sr_1_145?dchild=1&keywords=ps3&qid=1611572716&sr=8-145
Skate 3 PS3,$27.59,4.7 out of 5 stars,523,https://www.amazon.com//Skate-3-PS3-Playstation/dp/B00EAQ3S72/ref=sr_1_145?dchild=1&keywords=ps3&qid=1611572718&sr=8-145
"Logitech Dual-Motor Feedback Driving Force G29 Gaming Racing Wheel with Responsive Pedals for PlayStation 5, PlayStation 4 and PlayStation 3 - Black",N/A,4.7 out of 5 stars,"12,575",https://www.amazon.com//Logitech-Dual-motor-Feedback-Responsive-PlayStation/dp/B00Z0UWWYC/ref=sr_1_146?dchild=1&keywords=ps3&qid=1611572718&sr=8-146
Hard Drive HDD Slot Door Cover Case Clip W/Screw for PS3 Slim 2000 3000 Console,$8.96,4.9 out of 5 stars,12,https://www.amazon.com//Hard-Drive-Cover-Screw-Console/dp/B07169JKV2/ref=sr_1_147?dchild=1&keywords=ps3&qid=1611572718&sr=8-147
PS3 Gran Turismo 5 XL Edition,$57.99,4.6 out of 5 stars,"1,291",https://www.amazon.com//PS3-Gran-Turismo-XL-playstation-3/dp/B006JKARN0/ref=sr_1_148?dchild=1&keywords=ps3&qid=1611572718&sr=8-148
PlayStation 3 Dualshock 3 Wireless Controller (Black),N/A,4.3 out of 5 stars,"6,068",https://www.amazon.com//PlayStation-Dualshock-Wireless-Controller-Black-3/dp/B0015AARJI/ref=sr_1_149?dchild=1&keywords=ps3&qid=1611572718&sr=8-149
F1 2013 - Playstation 3,$40.85,4.4 out of 5 stars,105,https://www.amazon.com//F1-2013-Playstation-3/dp/B00E35C4H0/ref=sr_1_150?dchild=1&keywords=ps3&qid=1611572718&sr=8-150
Portal 2 - Playstation 3,$62.99,4.7 out of 5 stars,832,https://www.amazon.com//Portal-2-Playstation-3/dp/B003O6E3C8/ref=sr_1_151?dchild=1&keywords=ps3&qid=1611572718&sr=8-151
Fallout 3 - PlayStation 3 Game of the Year Edition,$24.99,4.8 out of 5 stars,"1,142",https://www.amazon.com//Fallout-3-Game-Playstation-sony-playstation3/dp/B002BXKJ6O/ref=sr_1_152?dchild=1&keywords=ps3&qid=1611572718&sr=8-152
PS3 Controller Wireless for Playstation 3 Dual Shock (GreenFlash and WhiteSkull),$30.99,4.3 out of 5 stars,"2,278",https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg10_1?ie=UTF8&adId=A0729505EA598ZOQCL7O&url=%2FKolopc-Wireless-Bluetooth-Controller-Double%2Fdp%2FB07WTTXD6T%2Fref%3Dsr_1_153_sspa%3Fdchild%3D1%26keywords%3Dps3%26qid%3D1611572718%26sr%3D8-153-spons%26psc%3D1&qualifier=1611572718&id=6185034170076126&widgetName=sp_mtf
Just Dance 4 - Playstation 3,$21.80,4.5 out of 5 stars,410,https://www.amazon.com//Just-Dance-4-Playstation-sony-playstation3/dp/B0086V5TVU/ref=sr_1_154?dchild=1&keywords=ps3&qid=1611572718&sr=8-154
Star Wars: The Clone Wars - Republic Heroes (PS3),$43.61,4.2 out of 5 stars,40,https://www.amazon.com//Star-Wars-Clone-Republic-Heroes-PS3/dp/B002BH3VVA/ref=sr_1_155?dchild=1&keywords=ps3&qid=1611572718&sr=8-155
10 Official Sony DuBois PS3 PlayStation 3 Clear Replacement Game Cases OEM,N/A,3.7 out of 5 stars,5,https://www.amazon.com//Official-DuBois-PlayStation-Clear-Replacement-3/dp/B00X087IYU/ref=sr_1_156?dchild=1&keywords=ps3&qid=1611572718&sr=8-156
Godzilla PS3 [Japan Import],$96.17,4.2 out of 5 stars,139,https://www.amazon.com//Godzilla-PS3-Japan-4924897011/dp/B00MWRGIZU/ref=sr_1_157?dchild=1&keywords=ps3&qid=1611572718&sr=8-157
Tomee S-Video AV Cable for PS3/ PS2/ PlayStation,$5.99,4.5 out of 5 stars,777,https://www.amazon.com//Tomee-S-Video-Cable-PS3-PlayStation-3/dp/B010CAZVBA/ref=sr_1_158?dchild=1&keywords=ps3&qid=1611572718&sr=8-158
Call of Duty: Black Ops - Playstation 3,$21.99,4.6 out of 5 stars,"2,218",https://www.amazon.com//Call-Duty-Black-Ops-Playstation-3/dp/B003JVCA9Q/ref=sr_1_159?dchild=1&keywords=ps3&qid=1611572718&sr=8-159
MLB 13 The Show - Playstation 3,N/A,4.5 out of 5 stars,715,https://www.amazon.com//MLB-13-Show-Playstation-sony-playstation3/dp/B00A750QIE/ref=sr_1_160?dchild=1&keywords=ps3&qid=1611572718&sr=8-160
Tales of Symphonia Chronicles - Playstation 3,N/A,4.7 out of 5 stars,350,https://www.amazon.com//Tales-Symphonia-Chronicles-Playstation-3/dp/B00D87TCN8/ref=sr_1_161?dchild=1&keywords=ps3&qid=1611572718&sr=8-161
